date,state,positiveIncrease,negativeIncrease,hospitalizedCurrently,hospitalizedIncrease,deathIncrease
6/24/2020,SD,66,1025,81,5,1
6/24/2020,TN,932,11953,696,50,14
6/24/2020,TX,5551,27417,4389,0,29
6/24/2020,UT,484,1978,245,30,0
6/24/2020,VA,520,7674,886,79,16
6/24/2020,VI,2,49,,0,0
6/24/2020,VT,20,512,13,0,0
6/24/2020,WA,675,13870,234,5,8
6/24/2020,WI,466,9638,239,31,7
6/24/2020,WV,47,2673,24,0,0
6/24/2020,WY,28,1384,7,0,0
6/23/2020,AK,17,2106,14,0,0
6/23/2020,AL,643,4285,681,50,23
6/23/2020,AR,595,7558,248,24,10
6/23/2020,AS,0,0,,0,0
6/23/2020,AZ,3593,7135,2136,0,42
6/23/2020,CA,5019,80224,5065,0,65
6/23/2020,CO,166,4938,249,16,9
6/23/2020,CT,117,-1601,138,0,14
6/23/2020,DC,36,1262,171,0,2
6/23/2020,DE,27,786,91,0,0
6/23/2020,FL,3286,19979,,207,67
6/23/2020,GA,1750,21485,1056,170,40
6/23/2020,GU,1,246,0,0,0
6/23/2020,HI,2,627,,2,0
6/23/2020,IA,322,5749,163,0,2
6/23/2020,ID,248,2948,39,10,0
6/23/2020,IL,601,19906,1648,0,36
6/23/2020,IN,238,7222,736,34,16
6/23/2020,KS,0,0,,0,0
6/23/2020,KY,302,8960,376,24,11
6/23/2020,LA,1356,16519,646,0,17
6/23/2020,MA,229,7350,953,63,16
6/23/2020,MD,404,8406,561,39,18
6/23/2020,ME,23,680,24,3,0
6/23/2020,MI,240,10411,557,0,12
6/23/2020,MN,242,6666,339,30,9
6/23/2020,MO,0,0,595,0,0
6/23/2020,MP,0,48,,0,0
6/23/2020,MS,611,0,664,34,11
6/23/2020,MT,3,2615,15,1,0
6/23/2020,NC,848,15635,915,0,28
6/23/2020,ND,7,93,28,0,1
6/23/2020,NE,147,1987,135,22,5
6/23/2020,NH,14,0,54,5,0
6/23/2020,NJ,319,15733,1092,111,56
6/23/2020,NM,129,4516,139,8,0
6/23/2020,NV,462,3999,389,0,0
6/23/2020,NY,597,48112,1104,0,27
6/23/2020,OH,590,10246,570,87,31
6/23/2020,OK,295,12104,265,20,2
6/23/2020,OR,191,3893,184,14,0
6/23/2020,PA,510,10745,738,0,38
6/23/2020,PR,121,0,77,0,0
6/23/2020,RI,77,1599,105,8,3
6/23/2020,SC,912,4459,824,83,14
6/23/2020,SD,27,630,85,8,2
6/23/2020,TN,750,4564,721,35,11
6/23/2020,TX,5489,42792,4092,0,28
6/23/2020,UT,394,2570,214,34,5
6/23/2020,VA,529,9725,847,61,25
6/23/2020,VI,0,42,,0,0
6/23/2020,VT,1,720,19,0,0
6/23/2020,WA,616,12482,204,13,6
6/23/2020,WI,297,11531,240,37,5
6/23/2020,WV,30,3094,21,0,3
6/23/2020,WY,24,1323,8,4,0
6/22/2020,AK,6,2767,13,0,0
6/22/2020,AL,433,3999,663,11,2
6/22/2020,AR,941,13164,237,12,3
6/22/2020,AS,0,0,,0,0
6/22/2020,AZ,2196,7850,1992,0,3
6/22/2020,CA,4230,88200,4804,0,20
6/22/2020,CO,190,4196,256,4,0
6/22/2020,CT,27,6324,140,0,3
6/22/2020,DC,38,2444,155,0,2
6/22/2020,DE,45,1704,89,0,0
6/22/2020,FL,2926,15265,,82,12
6/22/2020,GA,1227,8492,1000,116,5
6/22/2020,GU,2,392,0,0,0
6/22/2020,HI,11,840,,1,0
6/22/2020,IA,88,1392,169,0,1
6/22/2020,ID,0,0,41,0,0
6/22/2020,IL,462,17757,1628,0,24
6/22/2020,IN,210,6786,756,31,13
6/22/2020,KS,406,6958,,21,5
6/22/2020,KY,89,4662,349,10,0
6/22/2020,LA,461,6791,630,0,12
6/22/2020,MA,149,6594,920,9,16
6/22/2020,MD,297,5397,602,28,8
6/22/2020,ME,14,0,27,0,0
6/22/2020,MI,246,10345,557,0,7
6/22/2020,MN,307,8467,332,33,4
6/22/2020,MO,140,2077,415,0,5
6/22/2020,MP,0,0,,0,0
6/22/2020,MS,1646,12888,710,114,40
6/22/2020,MT,23,925,15,1,1
6/22/2020,NC,804,10766,870,0,3
6/22/2020,ND,25,1255,31,2,1
6/22/2020,NE,103,2164,141,0,0
6/22/2020,NH,26,2951,55,2,0
6/22/2020,NJ,273,22159,1033,134,28
6/22/2020,NM,0,0,134,0,0
6/22/2020,NV,330,2044,373,0,0
6/22/2020,NY,552,56228,1122,0,14
6/22/2020,OH,729,15651,549,50,4
6/22/2020,OK,218,0,197,25,0
6/22/2020,OR,146,3871,145,23,2
6/22/2020,PA,456,9647,745,0,3
6/22/2020,PR,39,0,70,0,0
6/22/2020,RI,59,1596,106,28,9
6/22/2020,SC,1008,205,731,0,6
6/22/2020,SD,29,274,88,8,0
6/22/2020,TN,451,14025,664,10,5
6/22/2020,TX,3280,19549,3711,0,10
6/22/2020,UT,444,2473,198,8,0
6/22/2020,VA,471,11976,848,2,9
6/22/2020,VI,0,0,,0,0
6/22/2020,VT,4,758,8,0,0
6/22/2020,WA,719,12915,205,19,5
6/22/2020,WI,263,6300,246,11,1
6/22/2020,WV,9,606,21,0,0
6/22/2020,WY,33,0,8,5,0
6/21/2020,AK,12,1121,15,0,0
6/21/2020,AL,472,4683,625,17,1
6/21/2020,AR,0,0,240,52,0
6/21/2020,AS,0,0,,0,0
6/21/2020,AZ,2592,11872,1942,3,1
6/21/2020,CA,4515,80329,4679,0,71
6/21/2020,CO,162,5155,255,5,0
6/21/2020,CT,40,2003,149,0,9
6/21/2020,DC,36,1533,168,0,2
6/21/2020,DE,94,2464,79,0,0
6/21/2020,FL,3494,34530,,98,17
6/21/2020,GA,892,3031,960,0,1
6/21/2020,GU,0,0,0,0,0
6/21/2020,HI,14,1112,,0,0
6/21/2020,IA,467,6478,170,0,4
6/21/2020,ID,135,1637,31,4,0
6/21/2020,IL,658,23158,1631,0,22
6/21/2020,IN,362,9756,744,33,4
6/21/2020,KS,0,0,,0,0
6/21/2020,KY,120,0,354,0,2
6/21/2020,LA,393,5603,589,0,1
6/21/2020,MA,125,8258,927,9,30
6/21/2020,MD,350,6401,608,47,14
6/21/2020,ME,19,1395,26,3,0
6/21/2020,MI,166,12626,557,0,3
6/21/2020,MN,453,11867,322,30,8
6/21/2020,MO,413,3629,415,0,1
6/21/2020,MP,0,0,,0,0
6/21/2020,MS,0,0,689,0,0
6/21/2020,MT,19,808,15,4,0
6/21/2020,NC,1412,13022,845,0,8
6/21/2020,ND,37,1905,31,3,0
6/21/2020,NE,116,2271,140,12,0
6/21/2020,NH,32,286,55,2,2
6/21/2020,NJ,308,25786,1105,0,15
6/21/2020,NM,305,8524,134,11,5
6/21/2020,NV,274,2454,370,0,1
6/21/2020,NY,664,66862,1142,0,15
6/21/2020,OH,546,12710,496,41,3
6/21/2020,OK,478,0,197,14,1
6/21/2020,OR,187,8329,154,0,1
6/21/2020,PA,464,9554,735,0,4
6/21/2020,PR,62,0,71,0,2
6/21/2020,RI,27,623,123,0,0
6/21/2020,SC,907,5511,692,0,9
6/21/2020,SD,72,1039,89,10,0
6/21/2020,TN,656,9633,605,25,2
6/21/2020,TX,3866,58916,3409,0,17
6/21/2020,UT,394,3124,222,23,3
6/21/2020,VA,551,13721,863,22,4
6/21/2020,VI,2,10,,0,0
6/21/2020,VT,12,805,11,0,0
6/21/2020,WA,189,3608,267,27,10
6/21/2020,WI,289,5771,243,17,0
6/21/2020,WV,57,2136,23,0,1
6/21/2020,WY,18,0,8,2,0
6/20/2020,AK,21,3266,16,0,0
6/20/2020,AL,547,7651,638,27,16
6/20/2020,AR,511,6951,224,0,10
6/20/2020,AS,0,0,,0,0
6/20/2020,AZ,3109,9955,1938,6,26
6/20/2020,CA,3893,74817,4582,0,64
6/20/2020,CO,286,8337,250,10,12
6/20/2020,CT,158,3641,150,0,13
6/20/2020,DC,32,4130,177,0,1
6/20/2020,DE,70,1912,75,0,0
6/20/2020,FL,4049,24352,,165,40
6/20/2020,GA,1800,22278,944,65,6
6/20/2020,GU,22,273,0,0,0
6/20/2020,HI,27,963,,1,0
6/20/2020,IA,221,3337,182,0,0
6/20/2020,ID,128,1523,28,1,0
6/20/2020,IL,634,25331,1696,0,111
6/20/2020,IN,315,8600,768,24,20
6/20/2020,KS,0,0,,0,0
6/20/2020,KY,176,5758,354,28,2
6/20/2020,LA,870,13037,574,0,20
6/20/2020,MA,286,13844,964,40,28
6/20/2020,MD,408,8203,644,50,22
6/20/2020,ME,25,2390,29,5,0
6/20/2020,MI,448,14258,557,0,20
6/20/2020,MN,436,16455,324,19,11
6/20/2020,MO,389,4442,415,0,7
6/20/2020,MP,0,0,,0,0
6/20/2020,MS,0,0,465,0,0
6/20/2020,MT,32,1076,10,3,0
6/20/2020,NC,1549,17479,883,0,15
6/20/2020,ND,25,1600,28,3,0
6/20/2020,NE,176,3832,141,34,4
6/20/2020,NH,36,1806,61,16,6
6/20/2020,NJ,338,24192,1125,0,23
6/20/2020,NM,107,4320,147,9,8
6/20/2020,NV,445,4158,370,0,0
6/20/2020,NY,716,68114,1220,0,24
6/20/2020,OH,531,13398,482,34,30
6/20/2020,OK,331,7053,197,20,1
6/20/2020,OR,178,0,154,0,1
6/20/2020,PA,504,10005,715,0,20
6/20/2020,PR,268,0,83,0,0
6/20/2020,RI,36,681,123,0,0
6/20/2020,SC,1155,6794,673,0,5
6/20/2020,SD,67,655,91,9,0
6/20/2020,TN,429,13222,588,28,9
6/20/2020,TX,4430,35054,3247,0,25
6/20/2020,UT,643,4876,232,16,0
6/20/2020,VA,650,18343,880,62,5
6/20/2020,VI,0,42,,0,0
6/20/2020,VT,3,1138,9,0,0
6/20/2020,WA,314,6758,245,44,10
6/20/2020,WI,413,9812,239,26,14
6/20/2020,WV,51,2331,22,0,0
6/20/2020,WY,6,-9139,8,0,0
6/19/2020,AK,14,2432,18,0,0
6/19/2020,AL,796,7995,650,43,12
6/19/2020,AR,703,5635,224,26,6
6/19/2020,AS,0,0,,0,0
6/19/2020,AZ,3246,9238,1832,5,41
6/19/2020,CA,4317,76855,4587,0,70
6/19/2020,CO,228,2002,270,14,15
6/19/2020,CT,117,11678,172,0,12
6/19/2020,DC,49,1543,184,0,3
6/19/2020,DE,112,1638,75,0,2
6/19/2020,FL,3822,17737,,200,43
6/19/2020,GA,1097,6005,937,109,31
6/19/2020,GU,7,120,0,0,0
6/19/2020,HI,18,1352,,0,0
6/19/2020,IA,421,5297,197,0,2
6/19/2020,ID,111,1422,28,3,1
6/19/2020,IL,831,26479,1837,0,0
6/19/2020,IN,308,7857,773,142,25
6/19/2020,KS,378,5147,,24,7
6/19/2020,KY,257,4590,339,12,2
6/19/2020,LA,-119,45807,561,0,22
6/19/2020,MA,228,9319,994,51,30
6/19/2020,MD,319,5742,648,90,14
6/19/2020,ME,35,3066,26,5,0
6/19/2020,MI,299,29443,557,0,6
6/19/2020,MN,356,13917,339,30,17
6/19/2020,MO,293,8649,594,0,2
6/19/2020,MP,0,0,,0,0
6/19/2020,MS,0,0,661,0,0
6/19/2020,MT,11,1541,9,1,0
6/19/2020,NC,1652,16983,871,0,22
6/19/2020,ND,32,1919,26,2,1
6/19/2020,NE,189,2844,149,25,6
6/19/2020,NH,14,1727,56,2,1
6/19/2020,NJ,389,22220,1177,257,35
6/19/2020,NM,88,4190,157,11,4
6/19/2020,NV,410,3154,370,0,2
6/19/2020,NY,796,78507,1284,0,25
6/19/2020,OH,609,15403,525,63,34
6/19/2020,OK,352,4673,211,63,1
6/19/2020,OR,206,4575,154,13,1
6/19/2020,PA,526,12624,731,0,38
6/19/2020,PR,84,0,78,0,0
6/19/2020,RI,59,1181,123,11,9
6/19/2020,SC,1083,6694,660,239,18
6/19/2020,SD,49,791,95,4,3
6/19/2020,TN,1188,8107,635,29,6
6/19/2020,TX,3454,12719,3148,0,35
6/19/2020,UT,586,4087,237,25,3
6/19/2020,VA,555,9788,862,75,16
6/19/2020,VI,1,96,,0,0
6/19/2020,VT,9,1133,8,0,0
6/19/2020,WA,517,9489,276,21,19
6/19/2020,WI,323,10838,241,17,11
6/19/2020,WV,17,1568,22,0,0
6/19/2020,WY,29,291,8,1,2
6/18/2020,AK,12,3464,18,0,0
6/18/2020,AL,894,10917,668,21,20
6/18/2020,AR,322,7413,226,22,11
6/18/2020,AS,0,0,,0,0
6/18/2020,AZ,2519,11020,1667,17,32
6/18/2020,CA,4084,72458,4584,0,82
6/18/2020,CO,231,5318,270,22,29
6/18/2020,CT,11,7003,176,187,7
6/18/2020,DC,56,2057,189,0,4
6/18/2020,DE,55,2042,79,0,0
6/18/2020,FL,3207,22346,,189,44
6/18/2020,GA,882,11855,921,120,30
6/18/2020,GU,5,385,0,0,0
6/18/2020,HI,4,1127,,3,0
6/18/2020,IA,393,5407,188,0,6
6/18/2020,ID,92,1136,23,0,0
6/18/2020,IL,593,24911,1878,0,52
6/18/2020,IN,425,13115,754,63,16
6/18/2020,KS,0,0,,0,0
6/18/2020,KY,202,6309,400,27,2
6/18/2020,LA,0,0,585,0,0
6/18/2020,MA,271,8943,968,60,36
6/18/2020,MD,260,6005,660,48,20
6/18/2020,ME,42,0,27,0,0
6/18/2020,MI,301,0,557,0,25
6/18/2020,MN,379,11913,345,29,19
6/18/2020,MO,283,12057,533,0,37
6/18/2020,MP,0,0,,0,0
6/18/2020,MS,0,-5674,668,0,0
6/18/2020,MT,25,1330,8,3,0
6/18/2020,NC,1333,24923,857,0,7
6/18/2020,ND,29,953,26,7,0
6/18/2020,NE,195,2231,156,25,3
6/18/2020,NH,72,1826,56,10,4
6/18/2020,NJ,404,23489,1258,0,32
6/18/2020,NM,132,4212,161,17,5
6/18/2020,NV,234,2952,357,0,3
6/18/2020,NY,618,67923,1358,0,32
6/18/2020,OH,700,14761,547,53,22
6/18/2020,OK,450,3671,197,0,2
6/18/2020,OR,148,4638,141,4,4
6/18/2020,PA,418,10819,740,0,42
6/18/2020,PR,108,0,73,0,0
6/18/2020,RI,71,1219,126,13,9
6/18/2020,SC,992,6777,626,0,4
6/18/2020,SD,59,1306,93,15,0
6/18/2020,TN,686,7135,617,29,12
6/18/2020,TX,3516,34587,2947,0,43
6/18/2020,UT,495,3498,282,18,3
6/18/2020,VA,463,7264,857,-17,3
6/18/2020,VI,0,0,,0,0
6/18/2020,VT,5,1077,11,0,1
6/18/2020,WA,537,9258,263,23,-5
6/18/2020,WI,461,10177,241,32,7
6/18/2020,WV,42,3017,25,0,0
6/18/2020,WY,30,1055,8,0,0
6/17/2020,AK,20,1474,23,0,0
6/17/2020,AL,400,4899,688,37,5
6/17/2020,AR,415,14718,217,26,15
6/17/2020,AS,0,0,,0,0
6/17/2020,AZ,1827,10032,1582,15,20
6/17/2020,CA,3455,56778,4522,0,87
6/17/2020,CO,143,3368,290,3,0
6/17/2020,CT,80,4491,186,0,9
6/17/2020,DC,29,2931,197,0,3
6/17/2020,DE,41,472,83,0,3
6/17/2020,FL,2610,22840,,184,25
6/17/2020,GA,952,14537,881,89,46
6/17/2020,GU,2,164,0,0,0
6/17/2020,HI,4,1211,,1,0
6/17/2020,IA,282,4211,188,0,4
6/17/2020,ID,78,1059,28,5,0
6/17/2020,IL,546,29441,1878,0,87
6/17/2020,IN,227,7210,789,45,28
6/17/2020,KS,262,4900,,23,2
6/17/2020,KY,166,3670,416,19,6
6/17/2020,LA,928,11576,585,0,20
6/17/2020,MA,266,8133,998,58,69
6/17/2020,MD,560,11558,702,47,14
6/17/2020,ME,17,1666,27,2,1
6/17/2020,MI,228,14123,562,0,2
6/17/2020,MN,414,19028,351,31,13
6/17/2020,MO,211,0,533,0,27
6/17/2020,MP,0,0,,0,0
6/17/2020,MS,489,3097,668,39,23
6/17/2020,MT,16,1922,5,-1,1
6/17/2020,NC,1002,14999,846,0,14
6/17/2020,ND,39,981,25,1,1
6/17/2020,NE,180,2694,156,28,11
6/17/2020,NH,19,1194,62,2,6
6/17/2020,NJ,277,15782,1352,131,42
6/17/2020,NM,88,3544,156,12,7
6/17/2020,NV,184,4952,360,0,1
6/17/2020,NY,567,58774,1479,0,21
6/17/2020,OH,412,16018,541,44,14
6/17/2020,OK,259,3368,181,16,1
6/17/2020,OR,120,4692,158,17,1
6/17/2020,PA,335,9404,788,0,43
6/17/2020,PR,52,0,78,0,0
6/17/2020,RI,51,1207,126,9,11
6/17/2020,SC,566,4509,607,0,10
6/17/2020,SD,84,1702,91,8,1
6/17/2020,TN,313,5270,632,34,4
6/17/2020,TX,3129,18067,2793,0,33
6/17/2020,UT,407,2585,270,29,4
6/17/2020,VA,444,8459,938,122,13
6/17/2020,VI,0,49,,0,0
6/17/2020,VT,-1,774,5,0,0
6/17/2020,WA,461,10334,256,21,10
6/17/2020,WI,285,9406,247,32,9
6/17/2020,WV,35,4264,23,0,0
6/17/2020,WY,25,631,7,1,0
6/16/2020,AK,12,1766,22,0,0
6/16/2020,AL,640,2110,683,56,11
6/16/2020,AR,274,1154,214,23,0
6/16/2020,AS,0,0,,0,0
6/16/2020,AZ,2392,6685,1506,27,25
6/16/2020,CA,2108,67465,4462,0,32
6/16/2020,CO,169,3902,276,25,25
6/16/2020,CT,114,6321,201,0,6
6/16/2020,DC,19,1261,192,0,5
6/16/2020,DE,63,1325,87,0,1
6/16/2020,FL,2783,27342,,191,55
6/16/2020,GA,664,3818,875,132,35
6/16/2020,GU,1,273,,0,0
6/16/2020,HI,8,546,,0,0
6/16/2020,IA,126,3124,193,0,14
6/16/2020,ID,63,2604,24,4,1
6/16/2020,IL,623,18106,1939,0,72
6/16/2020,IN,356,7560,860,30,14
6/16/2020,KS,0,0,,0,0
6/16/2020,KY,182,0,395,3,7
6/16/2020,LA,534,13458,588,0,24
6/16/2020,MA,195,6221,1045,50,18
6/16/2020,MD,377,7740,742,40,35
6/16/2020,ME,9,1355,30,4,0
6/16/2020,MI,184,11313,562,0,17
6/16/2020,MN,189,6034,357,28,9
6/16/2020,MO,225,4625,524,0,2
6/16/2020,MP,0,0,,0,0
6/16/2020,MS,353,9947,668,48,20
6/16/2020,MT,5,2635,8,1,0
6/16/2020,NC,751,12191,829,0,36
6/16/2020,ND,23,852,26,3,1
6/16/2020,NE,126,1632,160,13,4
6/16/2020,NH,0,0,69,0,0
6/16/2020,NJ,323,15376,1291,124,52
6/16/2020,NM,122,4134,161,61,5
6/16/2020,NV,379,5661,349,0,2
6/16/2020,NY,631,59937,1538,0,29
6/16/2020,OH,434,10531,528,59,24
6/16/2020,OK,228,10573,172,13,4
6/16/2020,OR,278,3124,141,13,2
6/16/2020,PA,362,9700,800,0,33
6/16/2020,PR,61,0,94,0,0
6/16/2020,RI,52,1486,129,7,14
6/16/2020,SC,612,11510,571,67,5
6/16/2020,SD,38,769,92,18,2
6/16/2020,TN,670,8342,621,40,10
6/16/2020,TX,4098,29583,2518,0,46
6/16/2020,UT,329,2433,271,32,2
6/16/2020,VA,445,5994,904,113,18
6/16/2020,VI,0,0,,0,0
6/16/2020,VT,3,330,12,0,0
6/16/2020,WA,494,12066,235,38,4
6/16/2020,WI,298,10883,275,35,9
6/16/2020,WV,43,5075,24,0,0
6/16/2020,WY,10,1778,7,3,0
6/15/2020,AK,3,967,21,0,0
6/15/2020,AL,657,4562,641,4,1
6/15/2020,AR,416,6733,206,5,3
6/15/2020,AS,0,0,,0,0
6/15/2020,AZ,1014,6198,1449,34,8
6/15/2020,CA,2597,63589,4323,0,26
6/15/2020,CO,113,4329,276,0,0
6/15/2020,CT,147,4775,203,0,3
6/15/2020,DC,32,1284,191,0,0
6/15/2020,DE,76,2823,88,0,2
6/15/2020,FL,1758,19411,,74,8
6/15/2020,GA,733,8973,865,74,43
6/15/2020,GU,0,215,,0,0
6/15/2020,HI,5,1147,,2,0
6/15/2020,IA,127,2627,197,0,3
6/15/2020,ID,0,0,23,0,0
6/15/2020,IL,473,18154,1961,0,18
6/15/2020,IN,521,6917,882,32,11
6/15/2020,KS,372,7438,,15,2
6/15/2020,KY,202,1064,383,0,6
6/15/2020,LA,553,8840,568,0,4
6/15/2020,MA,87,4434,1026,15,23
6/15/2020,MD,331,5468,745,57,8
6/15/2020,ME,17,1096,31,3,1
6/15/2020,MI,31,10508,562,0,1
6/15/2020,MN,222,4990,353,20,6
6/15/2020,MO,379,4073,612,0,1
6/15/2020,MP,0,0,,0,0
6/15/2020,MS,283,16167,661,15,4
6/15/2020,MT,8,2022,7,1,0
6/15/2020,NC,983,10366,797,0,9
6/15/2020,ND,22,875,31,0,1
6/15/2020,NE,92,1548,160,5,0
6/15/2020,NH,46,2406,69,6,2
6/15/2020,NJ,222,18245,1342,18,52
6/15/2020,NM,102,4569,162,0,4
6/15/2020,NV,106,5717,346,0,4
6/15/2020,NY,620,55991,1608,0,28
6/15/2020,OH,428,10520,513,53,16
6/15/2020,OK,186,0,149,1,0
6/15/2020,OR,184,2070,125,24,4
6/15/2020,PA,323,9474,851,0,28
6/15/2020,PR,79,0,104,0,0
6/15/2020,RI,76,1711,127,29,18
6/15/2020,SC,583,6638,536,0,2
6/15/2020,SD,30,1046,93,5,0
6/15/2020,TN,728,14030,642,19,8
6/15/2020,TX,1254,17524,2326,0,7
6/15/2020,UT,295,4930,184,13,4
6/15/2020,VA,380,9619,902,-4,6
6/15/2020,VI,1,0,,0,0
6/15/2020,VT,1,1574,16,0,0
6/15/2020,WA,517,11366,197,11,4
6/15/2020,WI,206,6081,284,12,2
6/15/2020,WV,9,745,25,0,0
6/15/2020,WY,19,-459,4,0,0
6/14/2020,AK,7,1657,11,0,0
6/14/2020,AL,1014,3189,576,14,0
6/14/2020,AR,954,9018,204,19,3
6/14/2020,AS,0,0,,0,0
6/14/2020,AZ,1233,8415,1457,33,3
6/14/2020,CA,3212,74391,4247,0,74
6/14/2020,CO,195,7987,262,10,0
6/14/2020,CT,94,7090,205,0,15
6/14/2020,DC,58,1436,186,0,4
6/14/2020,DE,35,1653,93,0,1
6/14/2020,FL,2016,36586,,69,6
6/14/2020,GA,880,20230,829,24,5
6/14/2020,GU,0,0,,0,0
6/14/2020,HI,17,967,,2,0
6/14/2020,IA,209,4817,203,0,2
6/14/2020,ID,46,276,22,1,0
6/14/2020,IL,672,21368,1914,0,19
6/14/2020,IN,366,7388,869,70,9
6/14/2020,KS,0,0,,0,0
6/14/2020,KY,0,0,410,0,0
6/14/2020,LA,336,4613,556,0,10
6/14/2020,MA,208,8906,1039,30,48
6/14/2020,MD,396,6155,751,112,13
6/14/2020,ME,36,1472,29,1,0
6/14/2020,MI,218,13797,636,0,3
6/14/2020,MN,6,-6,369,29,15
6/14/2020,MO,0,5693,647,0,0
6/14/2020,MP,0,233,,0,0
6/14/2020,MS,168,0,667,21,2
6/14/2020,MT,13,890,6,0,1
6/14/2020,NC,1443,13997,798,0,5
6/14/2020,ND,22,985,35,0,0
6/14/2020,NE,120,1618,156,3,0
6/14/2020,NH,48,2417,70,10,3
6/14/2020,NJ,276,19125,1391,30,37
6/14/2020,NM,95,3615,172,0,5
6/14/2020,NV,227,5504,332,0,1
6/14/2020,NY,694,61665,1657,0,24
6/14/2020,OH,300,7022,511,31,3
6/14/2020,OK,158,4221,149,5,0
6/14/2020,OR,101,3302,133,0,2
6/14/2020,PA,336,7846,852,0,4
6/14/2020,PR,121,0,110,0,1
6/14/2020,RI,32,884,141,0,0
6/14/2020,SC,840,5590,521,0,1
6/14/2020,SD,65,741,87,8,0
6/14/2020,TN,891,12967,588,14,3
6/14/2020,TX,1843,33821,2287,0,19
6/14/2020,UT,332,4599,178,16,0
6/14/2020,VA,637,8370,958,46,5
6/14/2020,VI,0,21,,0,0
6/14/2020,VT,2,1047,26,0,0
6/14/2020,WA,136,3957,229,28,9
6/14/2020,WI,251,8967,291,14,1
6/14/2020,WV,30,3652,30,0,0
6/14/2020,WY,10,0,5,0,0
6/13/2020,AK,29,894,12,0,0
6/13/2020,AL,891,5976,563,39,4
6/13/2020,AR,0,5895,203,18,0
6/13/2020,AS,0,0,,0,0
6/13/2020,AZ,1540,4078,1412,36,39
6/13/2020,CA,3660,58475,4411,0,46
6/13/2020,CO,175,1916,274,177,9
6/13/2020,CT,305,4730,233,0,27
6/13/2020,DC,55,1028,197,0,5
6/13/2020,DE,56,2349,93,0,1
6/13/2020,FL,2581,31933,,169,49
6/13/2020,GA,1018,6704,810,43,28
6/13/2020,GU,1,15,,0,0
6/13/2020,HI,14,745,,1,0
6/13/2020,IA,380,4684,200,0,7
6/13/2020,ID,51,1175,24,0,1
6/13/2020,IL,673,21171,2117,0,29
6/13/2020,IN,397,5060,871,0,17
6/13/2020,KS,0,0,,0,0
6/13/2020,KY,500,12991,410,27,6
6/13/2020,LA,1288,23561,542,0,8
6/13/2020,MA,336,9901,1069,46,38
6/13/2020,MD,692,7971,799,130,26
6/13/2020,ME,36,1427,29,5,0
6/13/2020,MI,164,13032,636,0,23
6/13/2020,MN,2,9656,390,24,9
6/13/2020,MO,225,4436,595,0,7
6/13/2020,MP,0,174,,0,0
6/13/2020,MS,257,-865,684,1,8
6/13/2020,MT,15,967,7,0,0
6/13/2020,NC,1427,14566,823,0,12
6/13/2020,ND,42,1667,35,0,0
6/13/2020,NE,198,3406,157,38,4
6/13/2020,NH,42,1997,76,-1,7
6/13/2020,NJ,441,22378,1395,100,103
6/13/2020,NM,0,0,179,0,0
6/13/2020,NV,270,5165,351,0,3
6/13/2020,NY,916,69924,1734,0,32
6/13/2020,OH,424,14756,516,50,46
6/13/2020,OK,225,0,154,8,0
6/13/2020,OR,158,4132,133,0,1
6/13/2020,PA,463,8204,875,0,49
6/13/2020,PR,154,0,117,0,0
6/13/2020,RI,49,1226,141,0,0
6/13/2020,SC,785,5062,523,0,6
6/13/2020,SD,91,1417,85,6,1
6/13/2020,TN,415,10774,583,24,4
6/13/2020,TX,2331,31031,2242,0,18
6/13/2020,UT,404,3592,236,24,0
6/13/2020,VA,658,8805,959,62,7
6/13/2020,VI,0,63,,0,0
6/13/2020,VT,6,1293,11,0,0
6/13/2020,WA,193,6230,225,45,10
6/13/2020,WI,294,11037,285,32,2
6/13/2020,WV,26,3452,29,0,2
6/13/2020,WY,23,1132,5,1,0
6/12/2020,AK,14,1855,15,0,1
6/12/2020,AL,865,6694,624,37,14
6/12/2020,AR,731,3726,203,36,5
6/12/2020,AS,0,0,,0,0
6/12/2020,AZ,1654,11543,1336,38,17
6/12/2020,CA,2702,61909,4480,0,62
6/12/2020,CO,148,3877,279,22,11
6/12/2020,CT,228,13833,244,0,13
6/12/2020,DC,65,2600,212,0,4
6/12/2020,DE,67,3594,100,0,0
6/12/2020,FL,1902,27249,,136,29
6/12/2020,GA,810,6907,836,108,43
6/12/2020,GU,1,146,,0,0
6/12/2020,HI,7,1277,,1,0
6/12/2020,IA,399,5606,225,0,4
6/12/2020,ID,42,1275,20,3,1
6/12/2020,IL,732,24179,2209,0,78
6/12/2020,IN,398,7440,906,35,16
6/12/2020,KS,235,5175,,19,3
6/12/2020,KY,0,0,514,0,0
6/12/2020,LA,523,9338,549,0,9
6/12/2020,MA,392,9879,1143,72,46
6/12/2020,MD,416,7309,836,134,25
6/12/2020,ME,54,1376,32,0,0
6/12/2020,MI,223,15544,636,0,5
6/12/2020,MN,45,12773,403,35,25
6/12/2020,MO,195,5900,593,0,12
6/12/2020,MP,0,181,,0,0
6/12/2020,MS,608,0,710,29,13
6/12/2020,MT,10,1235,7,3,0
6/12/2020,NC,1768,21252,760,0,28
6/12/2020,ND,36,1340,35,4,0
6/12/2020,NE,290,2821,164,29,17
6/12/2020,NH,31,1979,73,4,7
6/12/2020,NJ,348,24255,1480,115,49
6/12/2020,NM,276,9451,179,42,16
6/12/2020,NV,277,5914,328,0,0
6/12/2020,NY,822,71573,1898,0,53
6/12/2020,OH,420,10715,547,61,18
