date,state,positiveIncrease,negativeIncrease,hospitalizedCurrently,hospitalizedIncrease,deathIncrease
10/14/2020,NJ,938,63344,699,0,9
10/14/2020,NM,351,8063,125,23,3
10/14/2020,NV,479,3262,519,0,17
10/14/2020,NY,1232,110512,938,0,7
10/14/2020,OH,2039,25872,1042,151,16
10/14/2020,OK,1122,10831,749,264,13
10/14/2020,OR,380,9895,202,31,3
10/14/2020,PA,1276,14636,749,0,27
10/14/2020,PR,976,0,343,0,4
10/14/2020,RI,204,2165,131,23,8
10/14/2020,SC,926,14158,792,81,17
10/14/2020,SD,876,1043,303,52,3
10/14/2020,TN,1709,16488,1301,62,31
10/14/2020,TX,4667,50986,4131,0,95
10/14/2020,UT,1144,7811,269,77,5
10/14/2020,VA,805,11125,1007,98,9
10/14/2020,VI,3,122,,0,0
10/14/2020,VT,3,693,0,0,0
10/14/2020,WA,0,0,279,0,0
10/14/2020,WI,3323,11435,1017,153,29
10/14/2020,WV,263,4536,180,0,4
10/14/2020,WY,213,-3030,45,9,0
10/13/2020,AK,155,8707,59,0,0
10/13/2020,AL,1117,5737,823,261,0
10/13/2020,AR,680,7118,601,109,25
10/13/2020,AS,0,0,,0,0
10/13/2020,AZ,684,6286,706,55,8
10/13/2020,CA,2378,139998,3060,0,9
10/13/2020,CO,576,5569,370,22,0
10/13/2020,CT,320,13084,172,0,1
10/13/2020,DC,46,4216,88,0,0
10/13/2020,DE,105,1366,112,0,3
10/13/2020,FL,2725,23416,2127,212,123
10/13/2020,GA,993,11429,1753,106,25
10/13/2020,GU,96,582,62,0,1
10/13/2020,HI,42,0,103,4,0
10/13/2020,IA,529,2200,463,0,13
10/13/2020,ID,597,1783,187,17,3
10/13/2020,IL,2851,53142,1848,0,29
10/13/2020,IN,1549,6522,1288,131,27
10/13/2020,KS,0,0,355,0,0
10/13/2020,KY,761,25439,704,138,14
10/13/2020,LA,682,19900,573,0,10
10/13/2020,MA,749,13112,514,17,13
10/13/2020,MD,482,8392,402,43,9
10/13/2020,ME,28,23112,8,0,0
10/13/2020,MI,1466,36996,899,0,30
10/13/2020,MN,1135,9974,481,79,7
10/13/2020,MO,0,0,1313,0,0
10/13/2020,MP,0,0,,0,0
10/13/2020,MS,713,0,600,0,14
10/13/2020,MT,486,8707,294,7,5
10/13/2020,NC,1734,25035,1103,0,43
10/13/2020,ND,508,898,206,27,14
10/13/2020,NE,457,3098,299,17,3
10/13/2020,NH,136,4138,17,6,0
10/13/2020,NJ,988,0,649,71,7
10/13/2020,NM,379,5154,127,25,4
10/13/2020,NV,487,2022,505,0,10
10/13/2020,NY,1393,97677,923,0,11
10/13/2020,OH,1447,35370,1016,123,12
10/13/2020,OK,1309,31705,760,-19,15
10/13/2020,OR,313,5709,210,13,6
10/13/2020,PA,1342,15387,773,0,16
10/13/2020,PR,306,0,303,0,3
10/13/2020,RI,129,1465,126,0,2
10/13/2020,SC,828,12836,745,54,17
10/13/2020,SD,414,744,303,25,0
10/13/2020,TN,1147,12757,1245,61,23
10/13/2020,TX,5289,55340,4053,0,64
10/13/2020,UT,987,7814,254,52,0
10/13/2020,VA,1235,19684,999,152,11
10/13/2020,VI,0,117,,0,0
10/13/2020,VT,10,835,5,0,0
10/13/2020,WA,1740,60730,279,88,21
10/13/2020,WI,3428,11262,959,147,34
10/13/2020,WV,274,4958,181,0,2
10/13/2020,WY,162,2703,46,5,3
10/12/2020,AK,198,2732,52,0,0
10/12/2020,AL,734,3970,856,0,1
10/12/2020,AR,654,7844,608,50,17
10/12/2020,AS,0,0,,0,0
10/12/2020,AZ,475,7567,667,4,0
10/12/2020,CA,3449,140888,3070,0,8
10/12/2020,CO,819,9572,383,14,0
10/12/2020,CT,1339,99066,155,0,2
10/12/2020,DC,38,2614,87,0,0
10/12/2020,DE,159,3552,105,0,2
10/12/2020,FL,1533,15219,2206,91,47
10/12/2020,GA,902,16185,1666,21,13
10/12/2020,GU,92,627,65,0,0
10/12/2020,HI,101,0,103,6,1
10/12/2020,IA,463,2217,449,0,12
10/12/2020,ID,365,1488,192,10,0
10/12/2020,IL,2742,44837,1764,0,13
10/12/2020,IN,1574,8096,1238,124,6
10/12/2020,KS,2055,9837,355,54,8
10/12/2020,KY,638,27753,672,27,3
10/12/2020,LA,60,3337,577,0,14
10/12/2020,MA,760,18036,501,11,13
10/12/2020,MD,504,10087,384,49,4
10/12/2020,ME,29,0,7,0,0
10/12/2020,MI,1932,48856,899,0,6
10/12/2020,MN,1171,9857,446,67,3
10/12/2020,MO,0,0,1313,0,0
10/12/2020,MP,0,0,,0,0
10/12/2020,MS,296,0,600,184,0
10/12/2020,MT,423,9777,291,12,2
10/12/2020,NC,1276,28288,1109,0,3
10/12/2020,ND,472,831,233,23,12
10/12/2020,NE,495,2522,304,0,0
10/12/2020,NH,51,1074,22,2,1
10/12/2020,NJ,469,56356,662,12,1
10/12/2020,NM,261,7460,120,6,4
10/12/2020,NV,569,2295,509,0,3
10/12/2020,NY,1029,90764,878,0,13
10/12/2020,OH,1430,37173,949,43,6
10/12/2020,OK,797,0,758,46,6
10/12/2020,OR,205,3817,220,63,0
10/12/2020,PA,1088,11061,725,0,18
10/12/2020,PR,563,0,314,0,5
10/12/2020,RI,81,1169,126,11,3
10/12/2020,SC,649,12510,684,22,7
10/12/2020,SD,361,772,278,20,2
10/12/2020,TN,2965,36394,945,33,7
10/12/2020,TX,2648,61195,3870,0,1
10/12/2020,UT,988,3372,259,25,5
10/12/2020,VA,854,14332,965,88,3
10/12/2020,VI,0,0,,0,0
10/12/2020,VT,8,881,0,0,0
10/12/2020,WA,0,0,262,0,0
10/12/2020,WI,2016,7815,950,56,9
10/12/2020,WV,153,5339,168,0,3
10/12/2020,WY,191,0,51,15,0
10/11/2020,AK,258,3486,57,0,0
10/11/2020,AL,816,4998,812,0,0
10/11/2020,AR,613,8384,566,10,17
10/11/2020,AS,0,0,,0,0
10/11/2020,AZ,597,9565,630,24,0
10/11/2020,CA,3803,164756,3103,0,64
10/11/2020,CO,1023,10063,365,24,0
10/11/2020,CT,0,0,134,0,0
10/11/2020,DC,66,7002,86,0,1
10/11/2020,DE,132,2793,108,0,1
10/11/2020,FL,5570,26799,2123,249,180
10/11/2020,GA,1140,17340,1619,24,23
10/11/2020,GU,22,133,60,0,1
10/11/2020,HI,71,0,103,18,2
10/11/2020,IA,1075,4307,438,0,5
10/11/2020,ID,613,2367,192,18,1
10/11/2020,IL,2727,61320,1776,0,9
10/11/2020,IN,1570,9973,1232,104,7
10/11/2020,KS,0,0,469,0,0
10/11/2020,KY,847,0,652,0,3
10/11/2020,LA,1181,37600,563,0,20
10/11/2020,MA,563,15227,511,10,17
10/11/2020,MD,562,11480,393,52,4
10/11/2020,ME,27,0,7,1,0
10/11/2020,MI,0,0,862,0,0
10/11/2020,MN,1440,16181,471,52,10
10/11/2020,MO,0,0,1313,0,0
10/11/2020,MP,0,0,,0,0
10/11/2020,MS,294,0,600,0,5
10/11/2020,MT,585,1024,286,7,1
10/11/2020,NC,1719,35716,1046,0,5
10/11/2020,ND,637,1213,231,14,0
10/11/2020,NE,743,3746,305,27,0
10/11/2020,NH,0,0,21,0,0
10/11/2020,NJ,751,0,619,26,3
10/11/2020,NM,481,9118,130,26,5
10/11/2020,NV,380,2981,519,0,2
10/11/2020,NY,1143,117111,820,0,5
10/11/2020,OH,1291,38173,887,44,2
10/11/2020,OK,766,0,758,20,3
10/11/2020,OR,327,4308,212,0,0
10/11/2020,PA,1166,14205,706,0,6
10/11/2020,PR,307,0,324,0,2
10/11/2020,RI,170,3829,125,16,2
10/11/2020,SC,785,13562,685,17,1
10/11/2020,SD,617,1009,266,37,0
10/11/2020,TN,2068,29061,1124,35,9
10/11/2020,TX,2418,54502,3622,0,31
10/11/2020,UT,1200,4477,274,31,7
10/11/2020,VA,811,17918,924,26,4
10/11/2020,VI,1,186,,0,0
10/11/2020,VT,11,1636,0,0,0
10/11/2020,WA,475,23017,262,24,0
10/11/2020,WI,2713,7571,872,79,7
10/11/2020,WV,215,5721,173,0,1
10/11/2020,WY,156,0,54,0,0
10/10/2020,AK,252,5931,66,0,0
10/10/2020,AL,1061,6867,792,190,11
10/10/2020,AR,2075,24422,554,95,49
10/10/2020,AS,0,0,,0,0
10/10/2020,AZ,894,11731,685,30,13
10/10/2020,CA,4170,137778,3084,0,72
10/10/2020,CO,834,10031,380,21,1
10/10/2020,CT,0,0,134,0,0
10/10/2020,DC,75,6799,99,0,2
10/10/2020,DE,171,3107,103,0,2
10/10/2020,FL,0,0,2077,0,0
10/10/2020,GA,1237,18693,1646,101,45
10/10/2020,GU,67,254,62,0,1
10/10/2020,HI,165,0,106,11,2
10/10/2020,IA,1084,4193,450,0,18
10/10/2020,ID,662,3653,192,16,3
10/10/2020,IL,2905,63351,1807,0,30
10/10/2020,IN,1918,9285,1180,108,21
10/10/2020,KS,0,0,469,0,0
10/10/2020,KY,989,10104,652,61,7
10/10/2020,LA,0,0,582,0,0
10/10/2020,MA,639,14573,531,15,10
10/10/2020,MD,636,11799,383,50,5
10/10/2020,ME,30,0,7,2,0
10/10/2020,MI,1648,43645,862,0,19
10/10/2020,MN,1516,16045,471,51,10
10/10/2020,MO,5066,42982,1313,0,27
10/10/2020,MP,2,0,,0,0
10/10/2020,MS,957,0,600,0,16
10/10/2020,MT,718,1185,280,17,3
10/10/2020,NC,2321,37209,1034,0,18
10/10/2020,ND,588,1402,219,25,0
10/10/2020,NE,1085,8880,299,18,5
10/10/2020,NH,214,4609,21,3,6
10/10/2020,NJ,864,34169,641,47,7
10/10/2020,NM,485,5623,133,26,3
10/10/2020,NV,806,3903,519,0,2
10/10/2020,NY,1447,133132,826,0,8
10/10/2020,OH,1356,44539,862,54,3
10/10/2020,OK,1533,15635,758,94,4
10/10/2020,OR,409,5518,212,0,2
10/10/2020,PA,1742,19675,732,0,36
10/10/2020,PR,472,0,347,0,8
10/10/2020,RI,286,5504,119,32,2
10/10/2020,SC,945,16798,728,42,21
10/10/2020,SD,732,1600,267,47,9
10/10/2020,TN,1646,22814,1156,47,26
10/10/2020,TX,4230,80371,3628,0,94
10/10/2020,UT,1354,10492,246,55,5
10/10/2020,VA,1256,17689,943,91,10
10/10/2020,VI,0,0,,0,0
10/10/2020,VT,11,729,0,0,0
10/10/2020,WA,642,20833,264,29,7
10/10/2020,WI,2971,11644,870,120,17
10/10/2020,WV,206,10177,173,0,5
10/10/2020,WY,120,0,54,6,0
10/9/2020,AK,180,1719,51,0,0
10/9/2020,AL,1490,10506,816,0,16
10/9/2020,AR,0,0,546,0,0
10/9/2020,AS,0,0,,0,0
10/9/2020,AZ,683,11699,706,28,3
10/9/2020,CA,3806,109068,3186,0,67
10/9/2020,CO,863,9322,356,63,7
10/9/2020,CT,290,16991,134,0,3
10/9/2020,DC,78,5331,99,0,0
10/9/2020,DE,145,2720,104,0,0
10/9/2020,FL,2908,25496,2143,196,118
10/9/2020,GA,1625,27883,1717,124,54
10/9/2020,GU,55,369,55,0,0
10/9/2020,HI,101,0,111,6,1
10/9/2020,IA,1042,4722,461,0,16
10/9/2020,ID,673,1941,191,25,3
10/9/2020,IL,3117,68781,1812,0,32
10/9/2020,IN,1816,10229,1187,111,19
10/9/2020,KS,1855,8936,469,64,40
10/9/2020,KY,1001,23846,679,219,8
10/9/2020,LA,257,9615,582,0,26
10/9/2020,MA,765,18833,500,16,12
10/9/2020,MD,734,10334,391,58,11
10/9/2020,ME,27,8410,7,1,1
10/9/2020,MI,1323,41853,862,0,7
10/9/2020,MN,1390,15593,471,64,14
10/9/2020,MO,2008,10472,1303,0,136
10/9/2020,MP,0,0,,0,0
10/9/2020,MS,862,0,627,0,6
10/9/2020,MT,722,4359,266,17,9
10/9/2020,NC,2034,40296,1065,0,25
10/9/2020,ND,656,1133,202,21,0
10/9/2020,NE,663,3674,293,13,7
10/9/2020,NH,0,0,14,0,0
10/9/2020,NJ,865,35456,666,58,4
10/9/2020,NM,384,8242,119,27,3
10/9/2020,NV,766,5270,502,0,8
10/9/2020,NY,1592,137708,779,0,6
10/9/2020,OH,1840,46392,849,101,11
10/9/2020,OK,1524,15577,749,102,6
10/9/2020,OR,410,5883,212,14,3
10/9/2020,PA,1380,14662,734,0,9
10/9/2020,PR,598,0,354,0,5
10/9/2020,RI,249,3498,112,13,3
10/9/2020,SC,921,21008,748,44,16
10/9/2020,SD,804,2088,267,65,5
10/9/2020,TN,1556,25363,1186,39,27
10/9/2020,TX,4036,38888,3593,0,98
10/9/2020,UT,1343,7683,261,53,4
10/9/2020,VA,1114,28747,963,88,16
10/9/2020,VI,2,68,,0,0
10/9/2020,VT,8,1029,0,0,0
10/9/2020,WA,710,28284,245,30,6
10/9/2020,WI,3164,11834,876,138,16
10/9/2020,WV,382,7581,164,0,6
10/9/2020,WY,243,1326,54,4,0
10/8/2020,AK,135,962,46,0,1
10/8/2020,AL,557,3520,754,74,36
10/8/2020,AR,1265,12903,546,65,21
10/8/2020,AS,0,0,,0,0
10/8/2020,AZ,863,11551,728,121,10
10/8/2020,CA,3575,63342,3186,0,133
10/8/2020,CO,731,8715,369,50,7
10/8/2020,CT,384,26829,128,146,5
10/8/2020,DC,68,4092,100,0,2
10/8/2020,DE,132,2197,101,0,2
10/8/2020,FL,3306,26741,2141,228,170
10/8/2020,GA,1265,23669,1742,78,35
10/8/2020,GU,66,517,50,0,1
10/8/2020,HI,108,0,109,5,3
10/8/2020,IA,1261,5719,449,0,6
10/8/2020,ID,671,1999,191,40,8
10/8/2020,IL,3059,69432,1755,0,32
10/8/2020,IN,1450,9024,1110,107,15
10/8/2020,KS,0,0,393,0,0
10/8/2020,KY,868,18600,701,135,11
10/8/2020,LA,524,11776,564,0,5
10/8/2020,MA,444,13626,484,23,8
10/8/2020,MD,761,11634,403,55,6
10/8/2020,ME,35,6831,7,0,0
10/8/2020,MI,1401,40804,862,0,24
10/8/2020,MN,1271,14147,457,98,6
10/8/2020,MO,1505,10619,1344,0,23
10/8/2020,MP,0,0,,0,0
10/8/2020,MS,578,0,606,0,23
10/8/2020,MT,614,4875,263,31,4
10/8/2020,NC,2428,31254,1051,0,29
10/8/2020,ND,527,1207,214,21,8
10/8/2020,NE,639,3497,288,32,0
10/8/2020,NH,78,2422,14,2,1
10/8/2020,NJ,1298,59559,652,124,8
10/8/2020,NM,425,3960,109,16,2
10/8/2020,NV,480,3209,498,0,13
10/8/2020,NY,1836,143975,754,0,10
10/8/2020,OH,1539,29322,863,109,13
10/8/2020,OK,1212,13035,697,93,10
10/8/2020,OR,482,5328,197,22,11
10/8/2020,PA,1376,17561,687,0,27
10/8/2020,PR,526,0,315,0,10
10/8/2020,RI,269,6695,117,16,1
10/8/2020,SC,1050,18993,716,83,12
10/8/2020,SD,505,1976,284,20,14
10/8/2020,TN,1992,25318,1149,59,63
10/8/2020,TX,4238,34428,3556,0,104
10/8/2020,UT,1501,9081,251,54,5
10/8/2020,VA,1844,17984,933,19,25
10/8/2020,VI,1,93,,0,0
10/8/2020,VT,11,1370,1,0,0
10/8/2020,WA,545,25865,256,30,12
10/8/2020,WI,3274,13524,907,110,9
10/8/2020,WV,186,6129,168,0,1
10/8/2020,WY,193,904,56,8,1
10/7/2020,AK,274,10426,46,0,1
10/7/2020,AL,941,7233,777,216,21
10/7/2020,AR,809,9202,519,82,35
10/7/2020,AS,0,0,,0,0
10/7/2020,AZ,604,6675,681,63,20
10/7/2020,CA,2764,123521,3204,0,51
10/7/2020,CO,654,7316,343,28,15
10/7/2020,CT,123,7488,138,0,1
10/7/2020,DC,45,2582,103,0,1
10/7/2020,DE,84,1576,89,0,3
10/7/2020,FL,2582,23551,2121,258,139
10/7/2020,GA,1492,11903,1770,154,30
10/7/2020,GU,54,422,45,0,2
10/7/2020,HI,83,1166,115,0,3
10/7/2020,IA,950,4264,444,0,15
10/7/2020,ID,660,1295,151,21,5
10/7/2020,IL,2630,56190,1679,0,42
10/7/2020,IN,1281,7417,1081,106,16
10/7/2020,KS,1244,7048,352,85,17
10/7/2020,KY,2393,13623,672,57,5
10/7/2020,LA,2156,21979,552,0,12
10/7/2020,MA,535,15625,515,32,19
10/7/2020,MD,460,8217,391,52,6
10/7/2020,ME,39,6490,9,2,0
10/7/2020,MI,1214,33459,687,0,8
10/7/2020,MN,911,7494,367,69,14
10/7/2020,MO,1068,6808,1352,0,36
10/7/2020,MP,0,0,,0,0
10/7/2020,MS,1538,0,571,0,38
10/7/2020,MT,716,2740,235,47,1
10/7/2020,NC,1711,16876,1028,0,23
10/7/2020,ND,493,1093,116,27,9
10/7/2020,NE,498,4483,262,29,4
10/7/2020,NH,69,1588,18,2,2
10/7/2020,NJ,508,22615,601,62,5
10/7/2020,NM,315,6023,110,28,0
10/7/2020,NV,431,1346,495,0,7
10/7/2020,NY,1360,106886,748,0,9
10/7/2020,OH,1424,29473,814,119,23
10/7/2020,OK,1006,9556,738,113,9
10/7/2020,OR,294,4876,197,25,2
10/7/2020,PA,1309,15550,657,0,28
10/7/2020,PR,31,0,325,0,9
10/7/2020,RI,180,3089,107,24,1
10/7/2020,SC,735,6725,707,61,31
10/7/2020,SD,1030,6273,273,27,10
10/7/2020,TN,2080,20181,1155,59,21
10/7/2020,TX,4121,24071,3519,0,119
10/7/2020,UT,1007,4832,233,55,8
10/7/2020,VA,509,15670,1003,154,12
10/7/2020,VI,-1,118,,0,0
10/7/2020,VT,6,574,1,0,0
10/7/2020,WA,387,9273,253,51,7
10/7/2020,WI,2463,11188,873,141,16
10/7/2020,WV,203,3589,168,0,5
10/7/2020,WY,129,1034,47,1,0
10/6/2020,AK,0,0,45,0,0
10/6/2020,AL,764,4702,764,0,21
10/6/2020,AR,641,7995,523,72,0
10/6/2020,AS,0,0,,0,0
10/6/2020,AZ,864,7733,665,-2316,6
10/6/2020,CA,1677,127063,3175,0,28
10/6/2020,CO,461,6341,325,20,0
10/6/2020,CT,121,17592,129,0,4
10/6/2020,DC,105,8356,105,0,0
10/6/2020,DE,103,1575,87,0,1
10/6/2020,FL,2251,18644,2151,237,59
10/6/2020,GA,936,11099,1779,167,37
10/6/2020,GU,61,586,42,0,0
10/6/2020,HI,50,866,128,0,1
10/6/2020,IA,474,2355,413,0,11
10/6/2020,ID,458,1369,151,8,5
10/6/2020,IL,1617,47896,1673,0,31
10/6/2020,IN,970,6074,1138,85,30
10/6/2020,KS,0,0,352,0,0
10/6/2020,KY,1036,11440,592,65,4
10/6/2020,LA,532,12228,567,0,6
10/6/2020,MA,495,12331,494,20,8
10/6/2020,MD,413,6497,360,46,6
10/6/2020,ME,20,2518,7,3,0
10/6/2020,MI,1152,24983,678,0,22
10/6/2020,MN,941,7618,367,80,4
10/6/2020,MO,1165,7306,1249,0,26
10/6/2020,MP,0,0,,0,0
10/6/2020,MS,0,0,554,0,0
10/6/2020,MT,500,2245,216,19,2
10/6/2020,NC,1504,21266,1013,0,33
10/6/2020,ND,502,933,116,29,26
10/6/2020,NE,452,3609,271,10,2
10/6/2020,NH,51,1761,20,0,2
10/6/2020,NJ,629,0,553,0,9
10/6/2020,NM,155,6496,97,20,2
10/6/2020,NV,479,1689,485,0,6
10/6/2020,NY,1393,94966,705,0,9
10/6/2020,OH,1335,38451,777,132,16
10/6/2020,OK,1364,29641,699,142,11
10/6/2020,OR,291,4095,178,23,9
10/6/2020,PA,1036,11040,633,0,17
10/6/2020,PR,432,0,322,0,1
10/6/2020,RI,177,2643,93,14,4
10/6/2020,SC,811,13219,655,48,15
10/6/2020,SD,278,756,250,28,0
10/6/2020,TN,1676,23942,1115,53,24
10/6/2020,TX,4132,60439,3394,0,78
10/6/2020,UT,716,8705,245,39,6
10/6/2020,VA,625,13629,926,220,15
10/6/2020,VI,0,0,,0,0
10/6/2020,VT,4,-69,1,0,0
10/6/2020,WA,402,15106,253,-6,16
10/6/2020,WI,2075,9539,853,108,18
10/6/2020,WV,194,2828,168,0,3
10/6/2020,WY,141,379,44,10,0
10/5/2020,AK,211,2345,45,0,0
10/5/2020,AL,544,4518,791,279,1
10/5/2020,AR,417,6409,516,36,22
10/5/2020,AS,0,0,,0,0
10/5/2020,AZ,316,6436,567,9,1
10/5/2020,CA,3055,138339,3146,0,29
10/5/2020,CO,521,7903,303,7,0
10/5/2020,CT,823,49488,129,0,4
10/5/2020,DC,28,1715,95,0,0
10/5/2020,DE,120,1626,81,0,0
10/5/2020,FL,1415,14394,2118,67,41
10/5/2020,GA,789,13350,1822,29,30
10/5/2020,GU,54,555,33,0,3
10/5/2020,HI,70,1893,128,4,3
10/5/2020,IA,364,2083,389,0,7
10/5/2020,ID,262,1569,152,3,2
10/5/2020,IL,1853,36685,1631,0,14
10/5/2020,IN,830,6282,1019,91,7
10/5/2020,KS,1597,8392,352,53,8
10/5/2020,KY,541,18265,563,195,5
10/5/2020,LA,218,7132,547,0,9
10/5/2020,MA,515,10800,473,6,20
10/5/2020,MD,501,7969,338,40,3
10/5/2020,ME,26,17315,10,0,0
10/5/2020,MI,1455,53098,678,0,15
10/5/2020,MN,973,12985,367,53,3
10/5/2020,MO,987,6936,1201,0,1
10/5/2020,MP,2,9,,0,0
10/5/2020,MS,215,65812,554,78,0
10/5/2020,MT,212,12350,201,10,3
10/5/2020,NC,2258,30690,971,0,3
10/5/2020,ND,312,748,112,14,0
10/5/2020,NE,404,3195,249,9,4
10/5/2020,NH,35,2012,22,0,1
10/5/2020,NJ,511,23453,507,17,2
10/5/2020,NM,181,6252,91,12,2
10/5/2020,NV,337,2838,441,0,0
10/5/2020,NY,933,75471,636,0,8
10/5/2020,OH,1057,30454,657,73,6
10/5/2020,OK,665,0,655,104,3
10/5/2020,OR,279,3297,184,39,0
10/5/2020,PA,672,9317,594,0,11
10/5/2020,PR,630,0,321,0,9
10/5/2020,RI,50,641,92,0,1
10/5/2020,SC,577,10443,593,24,3
10/5/2020,SD,180,488,241,10,0
10/5/2020,TN,2489,41787,975,40,20
10/5/2020,TX,3409,30383,3318,0,8
10/5/2020,UT,1105,4181,222,39,4
10/5/2020,VA,687,24597,925,93,3
10/5/2020,VI,-5,243,,0,0
10/5/2020,VT,32,954,1,0,0
10/5/2020,WA,455,12488,260,17,0
10/5/2020,WI,1727,6864,782,56,4
10/5/2020,WV,114,6338,165,0,3
10/5/2020,WY,125,2469,36,12,0
10/4/2020,AK,189,3373,51,0,0
10/4/2020,AL,789,5754,757,0,0
10/4/2020,AR,488,7150,499,23,18
10/4/2020,AS,0,0,,0,0
10/4/2020,AZ,355,7647,545,14,1
10/4/2020,CA,4293,157106,3129,0,46
10/4/2020,CO,657,8817,296,13,0
10/4/2020,CT,0,0,110,0,0
10/4/2020,DC,46,2230,95,0,2
10/4/2020,DE,118,1513,82,0,0
10/4/2020,FL,1868,18547,2040,64,42
10/4/2020,GA,847,16390,1764,34,28
10/4/2020,GU,0,0,29,0,1
10/4/2020,HI,133,1803,128,5,11
10/4/2020,IA,626,3632,392,0,5
10/4/2020,ID,464,1571,152,7,6
10/4/2020,IL,1453,50203,1521,0,17
10/4/2020,IN,1087,8501,950,80,5
10/4/2020,KS,0,0,352,0,0
10/4/2020,KY,616,0,600,0,4
10/4/2020,LA,893,25328,518,0,32
10/4/2020,MA,644,18355,438,4,3
10/4/2020,MD,471,9651,320,35,1
10/4/2020,ME,33,0,11,0,0
10/4/2020,MI,0,0,678,0,0
10/4/2020,MN,1039,16648,,41,7
10/4/2020,MO,1326,9863,1135,0,4
10/4/2020,MP,0,0,,0,0
10/4/2020,MS,321,0,515,0,2
10/4/2020,MT,279,2351,191,3,1
10/4/2020,NC,610,24092,907,0,5
10/4/2020,ND,416,1170,100,13,0
10/4/2020,NE,426,2959,249,9,4
10/4/2020,NH,48,0,23,0,1
10/4/2020,NJ,626,60394,480,49,1
10/4/2020,NM,296,5815,95,15,3
10/4/2020,NV,392,2787,442,0,3
10/4/2020,NY,1222,109107,618,0,14
10/4/2020,OH,941,36959,694,32,0
10/4/2020,OK,569,0,655,0,1
10/4/2020,OR,259,3274,176,0,1
10/4/2020,PA,2251,26664,603,0,17
10/4/2020,PR,300,0,319,0,5
10/4/2020,RI,124,1833,92,7,1
10/4/2020,SC,691,37637,599,43,11
10/4/2020,SD,432,1324,232,17,0
10/4/2020,TN,1615,31811,900,24,17
10/4/2020,TX,2884,62062,3192,0,33
10/4/2020,UT,1393,6821,220,24,2
10/4/2020,VA,1067,0,877,9,3
10/4/2020,VI,1,227,,0,0
10/4/2020,VT,7,727,0,0,0
10/4/2020,WA,609,16588,252,25,-1
10/4/2020,WI,1926,8950,714,58,5
10/4/2020,WV,160,7214,173,0,1
10/4/2020,WY,139,0,32,1,0
10/3/2020,AK,147,3819,39,0,1
10/3/2020,AL,1682,9707,738,0,8
10/3/2020,AR,746,9936,474,39,16
10/3/2020,AS,0,0,,0,0
10/3/2020,AZ,636,9040,605,40,12
10/3/2020,CA,2159,128298,3079,0,88
10/3/2020,CO,680,10033,304,74,6
10/3/2020,CT,0,0,110,0,0
10/3/2020,DC,50,3381,86,0,0
10/3/2020,DE,188,1987,83,0,3
10/3/2020,FL,2787,22151,2037,160,73
10/3/2020,GA,1444,29924,1793,133,28
10/3/2020,GU,82,556,29,0,1
10/3/2020,HI,94,1660,125,18,3
10/3/2020,IA,911,4406,402,0,5
10/3/2020,ID,677,2552,152,20,2
10/3/2020,IL,2442,69192,1535,0,31
10/3/2020,IN,1419,8534,911,85,13
10/3/2020,KS,0,0,352,0,0
10/3/2020,KY,1274,10982,600,28,8
10/3/2020,LA,0,0,536,0,0
10/3/2020,MA,672,13213,416,12,17
10/3/2020,MD,597,9343,323,96,7
10/3/2020,ME,18,0,11,2,0
10/3/2020,MI,1275,39251,678,0,14
10/3/2020,MN,1421,14061,,53,14
10/3/2020,MO,1708,11659,1144,0,25
10/3/2020,MP,0,0,,0,0
10/3/2020,MS,609,0,515,0,12
10/3/2020,MT,501,920,189,12,0
10/3/2020,NC,2202,34360,921,0,21
10/3/2020,ND,440,1254,100,10,0
10/3/2020,NE,792,4912,232,23,0
10/3/2020,NH,63,1632,17,0,0
10/3/2020,NJ,947,0,485,0,4
10/3/2020,NM,339,6673,89,16,5
10/3/2020,NV,526,3049,442,0,11
10/3/2020,NY,1731,132536,647,0,8
10/3/2020,OH,1157,45870,702,47,20
10/3/2020,OK,1189,16473,655,1,7
10/3/2020,OR,348,4262,176,0,8
10/3/2020,PA,0,0,573,0,20
10/3/2020,PR,628,0,348,0,8
10/3/2020,RI,169,2535,94,28,1
10/3/2020,SC,1706,0,686,0,33
10/3/2020,SD,464,1294,215,27,11
10/3/2020,TN,1192,16756,989,32,45
10/3/2020,TX,7006,97191,3195,0,97
10/3/2020,UT,1068,6029,217,40,2
10/3/2020,VA,1116,18444,906,74,20
10/3/2020,VI,0,0,,0,0
10/3/2020,VT,10,917,0,0,0
10/3/2020,WA,694,20361,263,13,11
10/3/2020,WI,3054,11192,692,82,20
10/3/2020,WV,161,6045,171,0,2
10/3/2020,WY,151,0,32,1,0
10/2/2020,AK,128,6839,41,0,0
10/2/2020,AL,954,6042,752,163,2
10/2/2020,AR,958,10866,473,43,7
10/2/2020,AS,0,45,,0,0
10/2/2020,AZ,551,6657,586,14,19
10/2/2020,CA,3590,92990,3166,0,98
10/2/2020,CO,682,10142,282,11,2
10/2/2020,CT,555,71475,110,0,2
10/2/2020,DC,65,3873,101,0,1
10/2/2020,DE,150,1916,83,0,6
10/2/2020,FL,2660,23026,2056,170,111
10/2/2020,GA,1300,14321,1792,123,43
10/2/2020,GU,67,503,30,0,1
10/2/2020,HI,105,1712,130,15,3
10/2/2020,IA,925,4124,393,0,12
10/2/2020,ID,513,1783,135,14,3
10/2/2020,IL,2456,70485,1678,0,52
10/2/2020,IN,1464,9327,963,72,11
